"Expected GGWP (USD)","Policy Underwriting Month","Policy Underwriting Year","Reserving Class Code","Reserving Class Full Name level 1"
"8380220.819751166","6","2020","ENOFF","ENERGY (ENR)"
"4229784.142365333","6","2020","ENONS","ENERGY (ENR)"
"350350.0","6","2020","ENOTH","ENERGY (ENR)"
"406342.69143863814","6","2020","PRTOT","PROPERTY (PRO)"
"320715.1027558328","6","2021","DCBON","BONDS (BON)"
"1084452.3405049401","6","2021","DCFIL","FINANCIAL LINES (FIL)"
"598885.6637383456","6","2021","DCMAR","MARINE (MAR)"
"70126.6122312145","6","2021","DCPRO","PROPERTY (PRO)"
"8011249.505539975","6","2021","ENOFF","ENERGY (ENR)"
"1632098.2577344","6","2021","ENONS","ENERGY (ENR)"
"868155.9536108068","6","2021","PRTOT","PROPERTY (PRO)"
"37161.423426530855","6","2022","DCBON","BONDS (BON)"
"302307.469660247","6","2022","DCFIL","FINANCIAL LINES (FIL)"
"140861.68026486775","6","2022","DCMAR","MARINE (MAR)"
"2112697.0206879806","6","2022","DCPRO","PROPERTY (PRO)"
"614685.24701988","6","2022","ENCON","ENERGY (ENR)"
"5975021.676953891","6","2022","ENOFF","ENERGY (ENR)"
"4617627.54250172","6","2022","ENONS","ENERGY (ENR)"
"42457.1250432","6","2022","ENOTH","ENERGY (ENR)"
"4975884.941836518","6","2022","LIIND","LIFE (LIF)"
"182031.23683762795","6","2022","PRTOT","PROPERTY (PRO)"
"26428.348890995865","6","2023","DCBON","BONDS (BON)"
"486893.81380842","6","2023","DCFIL","FINANCIAL LINES (FIL)"
"320255.29212128755","6","2023","DCMAR","MARINE (MAR)"
"791949.127494548","6","2023","DCPRO","PROPERTY (PRO)"
"213790.849","6","2023","ENCON","ENERGY (ENR)"
"5903478.629311637","6","2023","ENOFF","ENERGY (ENR)"
"5027535.722969302","6","2023","ENONS","ENERGY (ENR)"
"694263.7917278267","6","2023","ENOTH","ENERGY (ENR)"
"11762994.110999672","6","2023","LIIND","LIFE (LIF)"
"4910608.110258032","6","2023","LISHT","LIFE (LIF)"
"2363534.1464164616","6","2023","PRTOT","PROPERTY (PRO)"
"499388.73","6","2024","ENCON","ENERGY (ENR)"
"16305932.681838991","6","2024","ENOFF","ENERGY (ENR)"
"4930283.714316473","6","2024","ENONS","ENERGY (ENR)"
"546377.58451","6","2024","ENOTH","ENERGY (ENR)"
"9773236.076298846","6","2024","LIIND","LIFE (LIF)"
"2746492.3914884906","6","2024","LIMED","LIFE (LIF)"
"2276061.0930666667","6","2024","LISHT","LIFE (LIF)"
"963249.728526056","6","2024","PRTOT","PROPERTY (PRO)"
"87132.6941","6","2025","ENCON","ENERGY (ENR)"
"8487067.78068324","6","2025","ENOFF","ENERGY (ENR)"
"5578076.614898241","6","2025","ENONS","ENERGY (ENR)"
"483760.97758","6","2025","ENOTH","ENERGY (ENR)"
"11796564.361042168","6","2025","LIIND","LIFE (LIF)"
"4817203.573333333","6","2025","LISHT","LIFE (LIF)"
"399191.1483702228","6","2025","PRTOT","PROPERTY (PRO)"
"0.00008232969215052188","7","2016","PRTOT","PROPERTY (PRO)"
"3313.253977700352","7","2017","DCBON","BONDS (BON)"
"392875.0","7","2017","DCENR","ENERGY (ENR)"
"435189.1478411683","7","2017","DCFIL","FINANCIAL LINES (FIL)"
"33649.47227709761","7","2017","DCLIA","GENERAL LIABILITY (LIA)"
"2970.0","7","2017","DCMAR","MARINE (MAR)"
"2937461.1080038254","7","2017","ENOFF","ENERGY (ENR)"
"776698.1144047742","7","2017","ENONS","ENERGY (ENR)"
"3825.421380915271","7","2017","LISHT","LIFE (LIF)"
"256644.44091052862","7","2017","PRTOT","PROPERTY (PRO)"
"146902.44181661913","7","2018","DCBON","BONDS (BON)"
"1098902.5596081403","7","2018","DCFIL","FINANCIAL LINES (FIL)"
"12446.715170664731","7","2018","DCLIA","GENERAL LIABILITY (LIA)"
"858899.7983651463","7","2018","DCMAR","MARINE (MAR)"
"8228.0","7","2018","DCPRO","PROPERTY (PRO)"
"7440.4114519","7","2018","ENCON","ENERGY (ENR)"
"725621.6458066939","7","2018","ENOFF","ENERGY (ENR)"
"1050863.9346672643","7","2018","ENONS","ENERGY (ENR)"
"3787017.294781132","7","2018","LISHT","LIFE (LIF)"
"482911.27466960583","7","2018","PRTOT","PROPERTY (PRO)"
"826924.2856821559","7","2019","DCBON","BONDS (BON)"
"1737384.3118802025","7","2019","DCFIL","FINANCIAL LINES (FIL)"
"34795.76654465429","7","2019","DCLIA","GENERAL LIABILITY (LIA)"
"125554.92954992244","7","2019","DCMAR","MARINE (MAR)"
"131029.25062034948","7","2019","DCPRO","PROPERTY (PRO)"
"1261950.4937249622","7","2019","ENOFF","ENERGY (ENR)"
"2636870.555697512","7","2019","ENONS","ENERGY (ENR)"
"3539.240672","7","2019","ENOTH","ENERGY (ENR)"
"1720529.4158280368","7","2019","LISHT","LIFE (LIF)"
"759591.7374949484","7","2019","PRTOT","PROPERTY (PRO)"
"317981.61588940583","7","2020","DCBON","BONDS (BON)"
"903454.9810964771","7","2020","DCFIL","FINANCIAL LINES (FIL)"
"59894.719873993025","7","2020","DCLIA","GENERAL LIABILITY (LIA)"
"23364.0","7","2020","DCMAR","MARINE (MAR)"
"670915.7765323904","7","2020","ENCON","ENERGY (ENR)"
"2039945.189823835","7","2020","ENOFF","ENERGY (ENR)"
"3198287.9966048463","7","2020","ENONS","ENERGY (ENR)"
"836633.9535335322","7","2020","LISHT","LIFE (LIF)"
"470370.50136148016","7","2020","PRTOT","PROPERTY (PRO)"
"574220.2355497763","7","2021","DCBON","BONDS (BON)"
"1180873.9061900035","7","2021","DCFIL","FINANCIAL LINES (FIL)"
"21583.096620766402","7","2021","DCLIA","GENERAL LIABILITY (LIA)"
"887775.5560836282","7","2021","DCMAR","MARINE (MAR)"
"2568704.915087273","7","2021","ENOFF","ENERGY (ENR)"
"1816312.37624","7","2021","ENONS","ENERGY (ENR)"
"25481709.587624557","7","2021","LISHT","LIFE (LIF)"
"1326147.5843696776","7","2021","PRTOT","PROPERTY (PRO)"
"4905.8554371722275","7","2022","DCBON","BONDS (BON)"
"457534.5660835406","7","2022","DCFIL","FINANCIAL LINES (FIL)"
"770411.287575959","7","2022","DCMAR","MARINE (MAR)"
"0.0000040","7","2022","ENCON","ENERGY (ENR)"
"1082329.0501110675","7","2022","ENOFF","ENERGY (ENR)"
"2428530.5357315","7","2022","ENONS","ENERGY (ENR)"
"5212619.676793568","7","2022","LISHT","LIFE (LIF)"
"539489.8283306035","7","2022","PRTOT","PROPERTY (PRO)"
"3006.4007360692763","7","2023","DCBON","BONDS (BON)"
"708810.5072275472","7","2023","DCFIL","FINANCIAL LINES (FIL)"
"36831.34841807802","7","2023","DCMAR","MARINE (MAR)"
"524593.7294703755","7","2023","ENCON","ENERGY (ENR)"
"1254357.10784139","7","2023","ENOFF","ENERGY (ENR)"
"5047027.71036311","7","2023","ENONS","ENERGY (ENR)"
"240594.8121546733","7","2023","LISHT","LIFE (LIF)"
"2333479.9092696332","7","2023","PRTOT","PROPERTY (PRO)"
"1336625.46","7","2024","ENCON","ENERGY (ENR)"
"268006.190669","7","2024","ENOFF","ENERGY (ENR)"
"3596354.2858403884","7","2024","ENONS","ENERGY (ENR)"
"2434367.5215413556","7","2024","ENOTH","ENERGY (ENR)"
"125298.43611172307","7","2024","LIIND","LIFE (LIF)"
"7841782.621828995","7","2024","LISHT","LIFE (LIF)"
"1195482.4325878094","7","2024","PRTOT","PROPERTY (PRO)"
"332233.8417952335","7","2025","ENOFF","ENERGY (ENR)"
"4164859.241790797","7","2025","ENONS","ENERGY (ENR)"
"2535378.1891509695","7","2025","ENOTH","ENERGY (ENR)"
"476293.21195631224","7","2025","LIIND","LIFE (LIF)"
"458030.0091282903","7","2025","PRTOT","PROPERTY (PRO)"
"97189.80443572118","8","2017","DCENR","ENERGY (ENR)"
"165602.5850074111","8","2017","DCFIL","FINANCIAL LINES (FIL)"
"52211.784759592905","8","2017","DCLIA","GENERAL LIABILITY (LIA)"
"104728.123108","8","2017","ENCON","ENERGY (ENR)"
"102709.70037","8","2017","ENOFF","ENERGY (ENR)"
"281436.737","8","2017","ENONS","ENERGY (ENR)"
"34089.83180995345","8","2017","PRTOT","PROPERTY (PRO)"
"177917.04608798565","8","2018","DCBON","BONDS (BON)"
"325826.09345423325","8","2018","DCFIL","FINANCIAL LINES (FIL)"
"12046.45617218586","8","2018","DCLIA","GENERAL LIABILITY (LIA)"
"307369.920200993","8","2018","DCMAR","MARINE (MAR)"
"76668.13996953","8","2018","ENCON","ENERGY (ENR)"
"96937.68532143","8","2018","ENOFF","ENERGY (ENR)"
"33663.7444150743","8","2018","ENONS","ENERGY (ENR)"
"4154.317552870817","8","2018","LIMLT","LIFE (LIF)"
"107077.35","8","2018","LISHT","LIFE (LIF)"
"124447.77419782744","8","2018","PRTOT","PROPERTY (PRO)"
"457522.0983778731","8","2019","DCBON","BONDS (BON)"
"422924.0198827581","8","2019","DCFIL","FINANCIAL LINES (FIL)"
"69242.4583889302","8","2019","DCLIA","GENERAL LIABILITY (LIA)"
"257171.44900369222","8","2019","DCMAR","MARINE (MAR)"
"80277.957657592","8","2019","DCPRO","PROPERTY (PRO)"
"90112.69156","8","2019","ENCON","ENERGY (ENR)"
"62306.28247256","8","2019","ENOFF","ENERGY (ENR)"
"65819.473","8","2019","ENONS","ENERGY (ENR)"
"487253.0570236984","8","2019","LISHT","LIFE (LIF)"
"126580.43100011359","8","2019","PRTOT","PROPERTY (PRO)"
"479676.8939562688","8","2020","DCBON","BONDS (BON)"
"542331.9512288256","8","2020","DCFIL","FINANCIAL LINES (FIL)"
"69871.8019466683","8","2020","DCLIA","GENERAL LIABILITY (LIA)"
"29375.4","8","2020","DCMAR","MARINE (MAR)"
"79082.59228545","8","2020","ENCON","ENERGY (ENR)"
"327052.90618192","8","2020","ENOFF","ENERGY (ENR)"
"2440419.16442","8","2020","ENONS","ENERGY (ENR)"
"1000820.5981232752","8","2020","LISHT","LIFE (LIF)"
"690026.0488280348","8","2021","DCBON","BONDS (BON)"
"582912.2292034103","8","2021","DCFIL","FINANCIAL LINES (FIL)"
"307494.7505","8","2021","DCMAR","MARINE (MAR)"
"181246.48586172087","8","2021","ENOFF","ENERGY (ENR)"
"2358454.30744","8","2021","ENONS","ENERGY (ENR)"
"2239.786159095105","8","2021","LISHT","LIFE (LIF)"
"84007.06760388013","8","2021","PRTOT","PROPERTY (PRO)"
"102673.8984828378","8","2022","DCBON","BONDS (BON)"
"215904.0834323919","8","2022","DCFIL","FINANCIAL LINES (FIL)"
"1798095.0367859083","8","2022","DCLIA","GENERAL LIABILITY (LIA)"
"348826.259183","8","2022","DCMAR","MARINE (MAR)"
"1132998.9886172","8","2022","ENCON","ENERGY (ENR)"
"570708.6138661666","8","2022","ENOFF","ENERGY (ENR)"
"2142924.23379334","8","2022","ENONS","ENERGY (ENR)"
"1223.2582772081755","8","2022","LISHT","LIFE (LIF)"
"6282.242301521533","8","2022","PRTOT","PROPERTY (PRO)"
"98988.8573074704","8","2023","DCBON","BONDS (BON)"
"287770.97039125","8","2023","DCFIL","FINANCIAL LINES (FIL)"
"38514.68","8","2023","DCMAR","MARINE (MAR)"
"53052.12121929","8","2023","ENOFF","ENERGY (ENR)"
"1750052.8108","8","2023","ENONS","ENERGY (ENR)"
"54611.529604983596","8","2023","LISHT","LIFE (LIF)"
"210969.75925569815","8","2023","PRTOT","PROPERTY (PRO)"
"898532.89812","8","2024","ENCON","ENERGY (ENR)"
"2409.7073","8","2024","ENOFF","ENERGY (ENR)"
"1825782.0661089","8","2024","ENONS","ENERGY (ENR)"
"118821.22806414892","8","2024","LIIND","LIFE (LIF)"
"133845.30077126255","8","2024","LISHT","LIFE (LIF)"
"35049.2235214127","8","2024","PRTOT","PROPERTY (PRO)"
"71321.674067","8","2025","ENCON","ENERGY (ENR)"
"422331.347912","8","2025","ENOFF","ENERGY (ENR)"
"1039742.89534","8","2025","ENONS","ENERGY (ENR)"
"207142.62792904425","8","2025","ENOTH","ENERGY (ENR)"
"143075.32052137406","8","2025","LISHT","LIFE (LIF)"
"43101.67340154229","8","2025","PRTOT","PROPERTY (PRO)"
"70717.09","9","2017","DCENR","ENERGY (ENR)"
"222508.6886690216","9","2017","DCFIL","FINANCIAL LINES (FIL)"
"282322.2748433607","9","2017","DCLIA","GENERAL LIABILITY (LIA)"
"1247.78","9","2017","DCMAR","MARINE (MAR)"
"10604.250961664726","9","2017","DCPRO","PROPERTY (PRO)"
"66592.5262798","9","2017","ENOFF","ENERGY (ENR)"
"244747.0875","9","2017","ENONS","ENERGY (ENR)"
"5415.2456638186295","9","2017","LISHT","LIFE (LIF)"
"114513.08074409606","9","2017","PRTOT","PROPERTY (PRO)"
"246818.24902839924","9","2018","DCBON","BONDS (BON)"
"447665.6554337525","9","2018","DCFIL","FINANCIAL LINES (FIL)"
"325935.88989205786","9","2018","DCLIA","GENERAL LIABILITY (LIA)"
"8824.798602828694","9","2018","DCMAR","MARINE (MAR)"
"161789.150916","9","2018","ENCON","ENERGY (ENR)"
"114610.6473964","9","2018","ENOFF","ENERGY (ENR)"
"746333.954512072","9","2018","ENONS","ENERGY (ENR)"
"123948.8994738372","9","2018","LISHT","LIFE (LIF)"
"274514.3932971468","9","2018","PRTOT","PROPERTY (PRO)"
"651633.8514413945","9","2019","DCBON","BONDS (BON)"
"970356.4047121949","9","2019","DCFIL","FINANCIAL LINES (FIL)"
"211766.01510187917","9","2019","DCLIA","GENERAL LIABILITY (LIA)"
"206369.39461602626","9","2019","DCMAR","MARINE (MAR)"
"65015.89670889779","9","2019","DCPRO","PROPERTY (PRO)"
"293996.75044703","9","2019","ENOFF","ENERGY (ENR)"
"1483265.4425647808","9","2019","ENONS","ENERGY (ENR)"
"28022.4351","9","2019","ENOTH","ENERGY (ENR)"
"130308.00977489477","9","2019","LISHT","LIFE (LIF)"
"422306.3169839016","9","2019","PRTOT","PROPERTY (PRO)"
"610863.1731621756","9","2020","DCBON","BONDS (BON)"
"514200.4927819248","9","2020","DCFIL","FINANCIAL LINES (FIL)"
"260297.45357532016","9","2020","DCLIA","GENERAL LIABILITY (LIA)"
"54213.10789844852","9","2020","DCMAR","MARINE (MAR)"
"103247.62494953671","9","2020","DCPRO","PROPERTY (PRO)"
"553121.2562507","9","2020","ENOFF","ENERGY (ENR)"
"2135488.4437121963","9","2020","ENONS","ENERGY (ENR)"
"289757.72","9","2020","ENOTH","ENERGY (ENR)"
"17497.15501809704","9","2020","LISHT","LIFE (LIF)"
"632860.6455133051","9","2020","PRTOT","PROPERTY (PRO)"
"2060500.7968291317","9","2021","DCBON","BONDS (BON)"
"571531.6865107799","9","2021","DCFIL","FINANCIAL LINES (FIL)"
"129719.4708790126","9","2021","DCLIA","GENERAL LIABILITY (LIA)"
"313420.12005615473","9","2021","DCMAR","MARINE (MAR)"
"600.3709919017109","9","2021","DCPRO","PROPERTY (PRO)"
"363554.6856182731","9","2021","ENOFF","ENERGY (ENR)"
"1998242.5625551257","9","2021","ENONS","ENERGY (ENR)"
"571985.7652070965","9","2021","LISHT","LIFE (LIF)"
"794839.093468023","9","2021","PRTOT","PROPERTY (PRO)"
"166891.21589053713","9","2022","DCFIL","FINANCIAL LINES (FIL)"
"1711615.403175919","9","2022","DCLIA","GENERAL LIABILITY (LIA)"
"250447.9480259848","9","2022","DCMAR","MARINE (MAR)"
"15844.5572077999","9","2022","DCPRO","PROPERTY (PRO)"
"136798.14110789","9","2022","ENOFF","ENERGY (ENR)"
"3960917.24006803","9","2022","ENONS","ENERGY (ENR)"
"305106.18","9","2022","LISHT","LIFE (LIF)"
"799161.6298525743","9","2022","PRTOT","PROPERTY (PRO)"
"277692.8745118553","9","2023","DCFIL","FINANCIAL LINES (FIL)"
"143191.41829663963","9","2023","DCMAR","MARINE (MAR)"
"403427.7066001778","9","2023","DCPRO","PROPERTY (PRO)"
"232235.94","9","2023","ENCON","ENERGY (ENR)"
"242331.46823751","9","2023","ENOFF","ENERGY (ENR)"
"1789308.011049042","9","2023","ENONS","ENERGY (ENR)"
"506770.6680211576","9","2023","LISHT","LIFE (LIF)"
"1949294.6905427708","9","2023","PRTOT","PROPERTY (PRO)"
"123680.74301","9","2024","ENCON","ENERGY (ENR)"
"26365.08556344","9","2024","ENOFF","ENERGY (ENR)"
"936949.7778005465","9","2024","ENONS","ENERGY (ENR)"
"6250.0","9","2024","ENOTH","ENERGY (ENR)"
"209244.904480632","9","2024","LIIND","LIFE (LIF)"
"1001018.3968877188","9","2024","PRTOT","PROPERTY (PRO)"
"0.0","9","2025","ENOFF","ENERGY (ENR)"
"389415.1193049425","9","2025","ENONS","ENERGY (ENR)"
"55690.2","9","2025","ENOTH","ENERGY (ENR)"
"168307.18423227937","9","2025","LIIND","LIFE (LIF)"
"137460.60830869418","9","2025","PRTOT","PROPERTY (PRO)"
"459144.396472907","10","2017","DCENR","ENERGY (ENR)"
"453843.1973325823","10","2017","DCFIL","FINANCIAL LINES (FIL)"
"51727.5","10","2017","DCLIA","GENERAL LIABILITY (LIA)"
"136024.62991876525","10","2017","DCMAR","MARINE (MAR)"
"74424.978096","10","2017","ENCON","ENERGY (ENR)"
"196926.49648202","10","2017","ENOFF","ENERGY (ENR)"
"110511.75","10","2017","ENONS","ENERGY (ENR)"
"3751.742979452826","10","2017","LISHT","LIFE (LIF)"
"269454.139539797","10","2017","PRTOT","PROPERTY (PRO)"
"36804.606012178854","10","2018","DCBON","BONDS (BON)"
"935817.9833261457","10","2018","DCFIL","FINANCIAL LINES (FIL)"
"45763.89560615631","10","2018","DCLIA","GENERAL LIABILITY (LIA)"
"735626.2145896644","10","2018","DCMAR","MARINE (MAR)"
"1578213.6748331517","10","2018","ENOFF","ENERGY (ENR)"
"306010.85","10","2018","ENONS","ENERGY (ENR)"
"6583.037295770656","10","2018","LISHT","LIFE (LIF)"
"523847.6008986964","10","2018","PRTOT","PROPERTY (PRO)"
"914994.4040891087","10","2019","DCBON","BONDS (BON)"
"691723.1556216262","10","2019","DCFIL","FINANCIAL LINES (FIL)"
"522318.02465665224","10","2019","DCMAR","MARINE (MAR)"
"303009.937856","10","2019","ENOFF","ENERGY (ENR)"
"1796254.886","10","2019","ENONS","ENERGY (ENR)"
"3685.7695783919885","10","2019","LISHT","LIFE (LIF)"
"1310976.7138731536","10","2019","PRTOT","PROPERTY (PRO)"
"492282.887872128","10","2020","DCBON","BONDS (BON)"
"1581139.265192273","10","2020","DCFIL","FINANCIAL LINES (FIL)"
"398962.75641960837","10","2020","DCMAR","MARINE (MAR)"
"448580.7792393645","10","2020","ENOFF","ENERGY (ENR)"
"1690444.48728753","10","2020","ENONS","ENERGY (ENR)"
"869551.0468991713","10","2020","PRTOT","PROPERTY (PRO)"
"763229.3045569398","10","2021","DCBON","BONDS (BON)"
"1682468.4066899915","10","2021","DCFIL","FINANCIAL LINES (FIL)"
"198971.882064981","10","2021","DCMAR","MARINE (MAR)"
"3842.95984015","10","2021","ENCON","ENERGY (ENR)"
"413801.5000244788","10","2021","ENOFF","ENERGY (ENR)"
"1316761.395","10","2021","ENONS","ENERGY (ENR)"
"183563.1284340659","10","2021","LISHT","LIFE (LIF)"
"1104144.5977048373","10","2021","PRTOT","PROPERTY (PRO)"
"29450.168608124357","10","2022","DCBON","BONDS (BON)"
"464360.8724438442","10","2022","DCFIL","FINANCIAL LINES (FIL)"
"155657.49599999998","10","2022","DCMAR","MARINE (MAR)"
"57667.56552","10","2022","ENCON","ENERGY (ENR)"
"821303.06600437","10","2022","ENOFF","ENERGY (ENR)"
"2138670.466492","10","2022","ENONS","ENERGY (ENR)"
"962468.558879271","10","2022","PRTOT","PROPERTY (PRO)"
"31579.51722412398","10","2023","DCBON","BONDS (BON)"
"513903.61337732035","10","2023","DCFIL","FINANCIAL LINES (FIL)"
"206552.03966666668","10","2023","DCMAR","MARINE (MAR)"
"299453.41704312","10","2023","ENOFF","ENERGY (ENR)"
"2299505.4615118415","10","2023","ENONS","ENERGY (ENR)"
"63669.19234057","10","2023","ENOTH","ENERGY (ENR)"
"1297674.3094165602","10","2023","PRTOT","PROPERTY (PRO)"
"355787.745","10","2024","ENCON","ENERGY (ENR)"
"1079969.7456992","10","2024","ENOFF","ENERGY (ENR)"
"1905261.3732345293","10","2024","ENONS","ENERGY (ENR)"
"283742.7348842","10","2024","ENOTH","ENERGY (ENR)"
"5297704.197927623","10","2024","LIIND","LIFE (LIF)"
"1475702.4435014594","10","2024","PRTOT","PROPERTY (PRO)"
"78321.775","10","2025","ENCON","ENERGY (ENR)"
"837004.12582115","10","2025","ENOFF","ENERGY (ENR)"
"891067.570383404","10","2025","ENONS","ENERGY (ENR)"
"489858.9636051827","10","2025","ENOTH","ENERGY (ENR)"
"8783903.767491931","10","2025","LIIND","LIFE (LIF)"
"420768.5589247863","10","2025","PRTOT","PROPERTY (PRO)"
"4737449.302249364","10","2026","LIIND","LIFE (LIF)"
"35056.31937104364","11","2016","DCFIL","FINANCIAL LINES (FIL)"
"415010.4832489873","11","2016","DCLIA","GENERAL LIABILITY (LIA)"
"179436.9275","11","2017","DCENR","ENERGY (ENR)"
"471912.2082051054","11","2017","DCFIL","FINANCIAL LINES (FIL)"
"22064.64437728653","11","2017","DCLIA","GENERAL LIABILITY (LIA)"
"53681.4952","11","2017","DCMAR","MARINE (MAR)"
"1.6967432322708589","11","2017","DCPRO","PROPERTY (PRO)"
"55130.890259582295","11","2017","DCSPE","SPECIALITY RISKS (SPE)"
"413062.46363645204","11","2017","ENOFF","ENERGY (ENR)"
"922348.9186611485","11","2017","PRTOT","PROPERTY (PRO)"
"1505857.777549415","11","2018","DCBON","BONDS (BON)"
"749912.6390151085","11","2018","DCFIL","FINANCIAL LINES (FIL)"
"49179.99952056375","11","2018","DCMAR","MARINE (MAR)"
"668843.4021595","11","2018","ENCON","ENERGY (ENR)"
"513965.483503945","11","2018","ENOFF","ENERGY (ENR)"
"2304163.34753","11","2018","ENONS","ENERGY (ENR)"
"4964.324133347847","11","2018","LISHT","LIFE (LIF)"
"945178.8030757521","11","2018","PRTOT","PROPERTY (PRO)"
"345774.24608437665","11","2019","DCBON","BONDS (BON)"
"337508.6561840233","11","2019","DCFIL","FINANCIAL LINES (FIL)"
"185091.27016822618","11","2019","DCMAR","MARINE (MAR)"
"16960.9605","11","2019","ENCON","ENERGY (ENR)"
"538899.7614889102","11","2019","ENOFF","ENERGY (ENR)"
"1653136.6605739","11","2019","ENONS","ENERGY (ENR)"
"6861.86918024809","11","2019","LISHT","LIFE (LIF)"
"470136.621898703","11","2019","PRTOT","PROPERTY (PRO)"
"6297296.726697176","11","2020","DCBON","BONDS (BON)"
"1196980.6847747585","11","2020","DCFIL","FINANCIAL LINES (FIL)"
"179895.77938292295","11","2020","DCMAR","MARINE (MAR)"
"530914.3643175772","11","2020","ENOFF","ENERGY (ENR)"
"3075287.091842367","11","2020","ENONS","ENERGY (ENR)"
"581869.5","11","2020","ENOTH","ENERGY (ENR)"
"238038.3537473832","11","2020","PRTOT","PROPERTY (PRO)"
"1573489.4415749277","11","2021","DCBON","BONDS (BON)"
"970760.7603271519","11","2021","DCFIL","FINANCIAL LINES (FIL)"
"0.5657931640463001","11","2021","DCLIA","GENERAL LIABILITY (LIA)"
"256066.0072112843","11","2021","DCMAR","MARINE (MAR)"
"178136.706848541","11","2021","ENCON","ENERGY (ENR)"
"740253.6984012161","11","2021","ENOFF","ENERGY (ENR)"
"4086030.15092393","11","2021","ENONS","ENERGY (ENR)"
"496928.125","11","2021","ENOTH","ENERGY (ENR)"
"310184.0910523637","11","2021","PRTOT","PROPERTY (PRO)"
"150167.24827041462","11","2022","DCBON","BONDS (BON)"
"697757.463142826","11","2022","DCFIL","FINANCIAL LINES (FIL)"
"28236.4","11","2022","DCMAR","MARINE (MAR)"
"44303.92461603","11","2022","ENCON","ENERGY (ENR)"
"600946.43155136","11","2022","ENOFF","ENERGY (ENR)"
"3855910.11263507","11","2022","ENONS","ENERGY (ENR)"
"675220.96","11","2022","ENOTH","ENERGY (ENR)"
"980721.0394139207","11","2022","LIIND","LIFE (LIF)"
"120007.26215586787","11","2022","PRTOT","PROPERTY (PRO)"
"60891.83964327184","11","2023","DCBON","BONDS (BON)"
"325065.8252705496","11","2023","DCFIL","FINANCIAL LINES (FIL)"
"842230.882765","11","2023","ENOFF","ENERGY (ENR)"
"4602711.624688794","11","2023","ENONS","ENERGY (ENR)"
"379659.25","11","2023","ENOTH","ENERGY (ENR)"
"217428.20627173682","11","2023","LIIND","LIFE (LIF)"
"6806.568831776618","11","2023","LISHT","LIFE (LIF)"
"480254.6628477184","11","2023","PRTOT","PROPERTY (PRO)"
"39678.63","11","2024","ENCON","ENERGY (ENR)"
"415348.825","11","2024","ENOFF","ENERGY (ENR)"
"2630659.6928375154","11","2024","ENONS","ENERGY (ENR)"
"490373.24","11","2024","ENOTH","ENERGY (ENR)"
"67023.59783068675","11","2024","LIMED","LIFE (LIF)"
"6612.6128337924365","11","2024","LISHT","LIFE (LIF)"
"229615.74918264293","11","2024","PRTOT","PROPERTY (PRO)"
"160964.65","11","2025","ENCON","ENERGY (ENR)"
"581719.8006","11","2025","ENOFF","ENERGY (ENR)"
"3410835.3879","11","2025","ENONS","ENERGY (ENR)"
"331017.7454","11","2025","ENOTH","ENERGY (ENR)"
"7972575.355340824","11","2025","LIIND","LIFE (LIF)"
"231721.26651266255","11","2025","LISHT","LIFE (LIF)"
"81569.13590534311","11","2025","PRTOT","PROPERTY (PRO)"
"7645956.519537424","11","2026","LIIND","LIFE (LIF)"
"249545.61725235972","12","2016","DCBON","BONDS (BON)"
"24201.7462500242","12","2016","DCENR","ENERGY (ENR)"
"227769.41409311345","12","2016","DCFIL","FINANCIAL LINES (FIL)"
"94423.33355552905","12","2016","DCLIA","GENERAL LIABILITY (LIA)"
"1196349.9405593018","12","2016","ENOFF","ENERGY (ENR)"
"72308.87632210439","12","2016","PRTOT","PROPERTY (PRO)"
"32303.98153810935","12","2017","DCBON","BONDS (BON)"
"19854.252","12","2017","DCENR","ENERGY (ENR)"
"633656.7972043295","12","2017","DCFIL","FINANCIAL LINES (FIL)"
"204569.59639672714","12","2017","DCLIA","GENERAL LIABILITY (LIA)"
"1564919.7472936064","12","2017","DCMAR","MARINE (MAR)"
"43001.47896648893","12","2017","DCPRO","PROPERTY (PRO)"
"122139.6","12","2017","ENCON","ENERGY (ENR)"
"2572022.0810201005","12","2017","ENOFF","ENERGY (ENR)"
"3673112.991360569","12","2017","ENONS","ENERGY (ENR)"
"30345505.729839668","12","2017","LISHT","LIFE (LIF)"
"961742.9077042347","12","2017","PRTOT","PROPERTY (PRO)"
"1516533.3720475135","12","2018","DCBON","BONDS (BON)"
"1036006.4192492338","12","2018","DCFIL","FINANCIAL LINES (FIL)"
"167455.2938394772","12","2018","DCLIA","GENERAL LIABILITY (LIA)"
"1590340.2977632603","12","2018","DCMAR","MARINE (MAR)"
"998714.9085069769","12","2018","DCPRO","PROPERTY (PRO)"
"27167.773542370724","12","2018","DCSPE","SPECIALITY RISKS (SPE)"
"2091866.82504394","12","2018","ENOFF","ENERGY (ENR)"
"996041.9336486212","12","2018","ENONS","ENERGY (ENR)"
"57809.12453169487","12","2018","LISHT","LIFE (LIF)"
"1258689.2235558159","12","2018","PRTOT","PROPERTY (PRO)"
"929715.4652157417","12","2019","DCBON","BONDS (BON)"
"1092455.2237877732","12","2019","DCFIL","FINANCIAL LINES (FIL)"
"209961.31696168924","12","2019","DCLIA","GENERAL LIABILITY (LIA)"
"228935.1648790599","12","2019","DCMAR","MARINE (MAR)"
"398017.7117","12","2019","ENCON","ENERGY (ENR)"
